date,nav_prev,flow_gbp,denom,nav,r_t_calc,r_port,diff_bp,cum_calc,cum_pipe
2025-01-01,,0.0,,0.0,0.0,,,,
2025-01-02,0.0,0.0,0.0,32093.24418116021,0.0,0.0,0.0,0.0,0.0
2025-01-03,32093.24418116021,0.0,32093.24418116021,32049.56775167908,-0.001360922854498181,-0.001360922854498181,0.0,-0.001360922854498181,-0.001360922854498181
2025-01-04,32049.56775167908,0.0,32049.56775167908,32049.56775167908,0.0,0.0,0.0,-0.001360922854498181,-0.001360922854498181
2025-01-05,32049.56775167908,0.0,32049.56775167908,32049.56775167908,0.0,0.0,0.0,-0.001360922854498181,-0.001360922854498181
2025-01-06,32049.56775167908,0.0,32049.56775167908,32161.660571495755,0.0034974830451748318,0.0034974830451748318,0.0,0.0021318003860673063,0.0021318003860673063
2025-01-07,32161.660571495755,0.0,32161.660571495755,32039.876382120143,-0.003786626287684558,-0.003786626287684558,0.0,-0.0016628982329992548,-0.0016628982329992548
2025-01-08,32039.876382120143,0.0,32039.876382120143,32120.24985765854,0.0025085451198323394,0.0025085451198323394,0.0,0.0008414754315859696,0.0008414754315859696
2025-01-09,32120.24985765854,0.0,32120.24985765854,32491.779804859925,0.011566844867266779,0.011566844867266779,0.0,0.012418053514629435,0.012418053514629435
2025-01-10,32491.779804859925,0.0,32491.779804859925,32356.275244144126,-0.004170425920944187,-0.004170425920944187,0.0,0.00819583902142007,0.00819583902142007
2025-01-11,32356.275244144126,0.0,32356.275244144126,32356.275244144126,0.0,0.0,0.0,0.00819583902142007,0.00819583902142007
2025-01-12,32356.275244144126,0.0,32356.275244144126,32356.275244144126,0.0,0.0,0.0,0.00819583902142007,0.00819583902142007
2025-01-13,32356.275244144126,0.0,32356.275244144126,32100.90960438654,-0.007892306448462505,-0.007892306448462505,0.0,0.00023884849979816103,0.00023884849979816103
2025-01-14,32100.90960438654,0.0,32100.90960438654,31217.7087960034,-0.027513264242906454,-0.027513264242906454,0.0,-0.02728098724499728,-0.02728098724499728
2025-01-15,31217.7087960034,0.0,31217.7087960034,31926.06339277857,0.022690793914569962,0.022690793914569962,0.0,-0.005209220589789565,-0.005209220589789565
2025-01-16,31926.06339277857,0.0,31926.06339277857,32436.017411799898,0.015972968942255417,0.015972968942255417,0.0,0.010680541633771856,0.010680541633771856
2025-01-17,32436.017411799898,0.0,32436.017411799898,32841.51051630193,0.012501322198529952,0.012501322198529952,0.0,0.023315384724520438,0.023315384724520438
2025-01-18,32841.51051630193,0.0,32841.51051630193,32841.51051630193,0.0,0.0,0.0,0.023315384724520438,0.023315384724520438
2025-01-19,32841.51051630193,0.0,32841.51051630193,32841.51051630193,0.0,0.0,0.0,0.023315384724520438,0.023315384724520438
2025-01-20,32841.51051630193,0.0,32841.51051630193,33042.58908487324,0.0061226954975621695,0.0061226954975621695,0.0,0.029580833223159297,0.029580833223159297
2025-01-21,33042.58908487324,0.0,33042.58908487324,33632.16941065732,0.017843042634149597,0.017843042634149597,0.0,0.0479516879256634,0.0479516879256634
2025-01-22,33632.16941065732,0.0,33632.16941065732,34102.205223098994,0.013975780351912936,0.013975780351912936,0.0,0.06259763053552891,0.06259763053552891
2025-01-23,34102.205223098994,0.0,34102.205223098994,34047.076045314825,-0.001616586887079885,-0.001616586887079885,0.0,0.060879849139763076,0.060879849139763076
2025-01-24,34047.076045314825,0.0,34047.076045314825,34022.22686652665,-0.0007298476601955706,-0.0007298476601955706,0.0,0.06010556846411985,0.06010556846411985
2025-01-25,34022.22686652665,0.0,34022.22686652665,34022.22686652665,0.0,0.0,0.0,0.06010556846411985,0.06010556846411985
2025-01-26,34022.22686652665,0.0,34022.22686652665,34022.22686652665,0.0,0.0,0.0,0.06010556846411985,0.06010556846411985
2025-01-27,34022.22686652665,0.0,34022.22686652665,33735.18776388599,-0.008436811140163036,-0.008436811140163036,0.0,0.051161657994352794,0.051161657994352794
2025-01-28,33735.18776388599,0.0,33735.18776388599,34156.06221352217,0.01247582946868131,0.01247582946868131,0.0,0.06427577158350672,0.06427577158350672
2025-01-29,34156.06221352217,0.0,34156.06221352217,34282.244382930774,0.0036942832759758737,0.0036942832759758737,0.0,0.06820750776749396,0.06820750776749396
2025-01-30,34282.244382930774,0.0,34282.244382930774,34763.16017348228,0.014028130281661388,0.014028130281661388,0.0,0.08319246185430518,0.08319246185430518
2025-01-31,34763.16017348228,0.0,34763.16017348228,34729.74297093982,-0.0009612820691702328,-0.0009612820691702328,0.0,0.08215120836326428,0.08215120836326428
2025-02-01,34729.74297093982,0.0,34729.74297093982,34729.74297093982,0.0,0.0,0.0,0.08215120836326428,0.08215120836326428
2025-02-02,34729.74297093982,0.0,34729.74297093982,34729.74297093982,0.0,0.0,0.0,0.08215120836326428,0.08215120836326428
2025-02-03,34729.74297093982,0.0,34729.74297093982,34883.294561502764,0.004421328159307958,0.004421328159307958,0.0,0.0869357539734299,0.0869357539734299
2025-02-04,34883.294561502764,0.0,34883.294561502764,34962.6289327331,0.002274279772814136,0.002274279772814136,0.0,0.08940774997304013,0.08940774997304013
2025-02-05,34962.6289327331,0.0,34962.6289327331,34452.97585035047,-0.014577081241893719,-0.014577081241893719,0.0,0.07352736469613452,0.07352736469613452
2025-02-06,34452.97585035047,0.0,34452.97585035047,34414.50194116114,-0.0011167078674551023,-0.0011167078674551023,0.0,0.07232854824204993,0.07232854824204993
2025-02-07,34414.50194116114,0.0,34414.50194116114,33764.25115135631,-0.01889467384757093,-0.01889467384757093,0.0,0.05206725006557722,0.05206725006557722
2025-02-08,33764.25115135631,0.0,33764.25115135631,33764.25115135631,0.0,0.0,0.0,0.05206725006557722,0.05206725006557722
2025-02-09,33764.25115135631,0.0,33764.25115135631,33764.25115135631,0.0,0.0,0.0,0.05206725006557722,0.05206725006557722
2025-02-10,33764.25115135631,0.0,33764.25115135631,34153.41172756087,0.011525816890179508,0.011525816890179508,0.0,0.06419318454598777,0.06419318454598777
2025-02-11,34153.41172756087,0.0,34153.41172756087,34307.098165716445,0.004499885381335167,0.004499885381335167,0.0,0.06898193190004287,0.06898193190004287
2025-02-12,34307.098165716445,0.0,34307.098165716445,33913.58819819297,-0.01147022011662635,-0.01147022011662635,0.0,0.05672047384045298,0.05672047384045298
2025-02-13,33913.58819819297,0.0,33913.58819819297,34094.88892550253,0.005345961219143991,0.005345961219143991,0.0,0.06236966051307946,0.06236966051307946
2025-02-14,34094.88892550253,0.0,34094.88892550253,34078.3341250015,-0.000485550797282297,-0.000485550797282297,0.0,0.06185382607740886,0.06185382607740886
2025-02-15,34078.3341250015,0.0,34078.3341250015,34078.3341250015,0.0,0.0,0.0,0.06185382607740886,0.06185382607740886
2025-02-16,34078.3341250015,0.0,34078.3341250015,34078.3341250015,0.0,0.0,0.0,0.06185382607740886,0.06185382607740886
2025-02-17,34078.3341250015,0.0,34078.3341250015,34121.75479542167,0.0012741429865938958,0.0012741429865938958,0.0,0.06320677968269339,0.06320677968269339
2025-02-18,34121.75479542167,0.0,34121.75479542167,33810.51656602951,-0.00912140161777153,-0.00912140161777153,0.0,0.053508843642469994,0.053508843642469994
2025-02-19,33810.51656602951,0.0,33810.51656602951,33704.373452958986,-0.0031393520079243675,-0.0031393520079243675,0.0,0.050201508538815,0.050201508538815
2025-02-20,33704.373452958986,0.0,33704.373452958986,33463.552282221564,-0.0071451015421940545,-0.0071451015421940545,0.0,0.042697712120539855,0.042697712120539855
2025-02-21,33463.552282221564,0.0,33463.552282221564,33362.09102790728,-0.0030319929414125424,-0.0030319929414125424,0.0,0.039536260017363434,0.039536260017363434
2025-02-22,33362.09102790728,0.0,33362.09102790728,33362.09102790728,0.0,0.0,0.0,0.039536260017363434,0.039536260017363434
2025-02-23,33362.09102790728,0.0,33362.09102790728,33362.09102790728,0.0,0.0,0.0,0.039536260017363434,0.039536260017363434
2025-02-24,33362.09102790728,0.0,33362.09102790728,33115.68570165649,-0.007385787840596403,-0.007385787840596403,0.0,0.03185846574826812,0.03185846574826812
2025-02-25,33115.68570165649,0.0,33115.68570165649,33005.83008922969,-0.0033173286344273523,-0.0033173286344273523,0.0,0.028435452113165116,0.028435452113165116
2025-02-26,33005.83008922969,0.0,33005.83008922969,33170.82941457618,0.004999096368745404,0.004999096368745404,0.0,0.03357670004731306,0.03357670004731306
2025-02-27,33170.82941457618,0.0,33170.82941457618,32938.20978664002,-0.007012776950157895,-0.007012776950157895,0.0,0.02632845718900101,0.02632845718900101
2025-02-28,32938.20978664002,0.0,32938.20978664002,33871.653216864346,0.028339227792608668,0.028339227792608668,0.0,0.05541381312731675,0.05541381312731675
2025-03-01,33871.653216864346,0.0,33871.653216864346,33871.653216864346,0.0,0.0,0.0,0.05541381312731675,0.05541381312731675
2025-03-02,33871.653216864346,0.0,33871.653216864346,33871.653216864346,0.0,0.0,0.0,0.05541381312731675,0.05541381312731675
2025-03-03,33871.653216864346,0.0,33871.653216864346,33501.17619781342,-0.010937671588656661,-0.010937671588656661,0.0,0.043870043449198315,0.043870043449198315
2025-03-04,33501.17619781342,0.0,33501.17619781342,32928.874810866524,-0.0170830236994558,-0.0170830236994558,0.0,0.026037586757803766,0.026037586757803766
2025-03-05,32928.874810866524,0.0,32928.874810866524,33442.74415083701,0.01560543270676562,0.01560543270676562,0.0,0.04204934727256493,0.04204934727256493
2025-03-06,33442.74415083701,0.0,33442.74415083701,33400.12183085985,-0.00127448632160454,-0.00127448632160454,0.0,0.04072126963302902,0.04072126963302902
2025-03-07,33400.12183085985,0.0,33400.12183085985,33414.862381196894,0.00044133223260955923,0.00044133223260955923,0.0,0.04118057347448034,0.04118057347448034
2025-03-08,33414.862381196894,0.0,33414.862381196894,33414.862381196894,0.0,0.0,0.0,0.04118057347448034,0.04118057347448034
2025-03-09,33414.862381196894,0.0,33414.862381196894,33414.862381196894,0.0,0.0,0.0,0.04118057347448034,0.04118057347448034
2025-03-10,33414.862381196894,0.0,33414.862381196894,32809.840118448024,-0.01810638199992487,-0.01810638199992487,0.0,0.022328560280250542,0.022328560280250542
2025-03-11,32809.840118448024,0.0,32809.840118448024,32382.32330752867,-0.013030140024333003,-0.013030140024333003,0.0,0.00900747598892404,0.00900747598892404
2025-03-12,32382.32330752867,0.0,32382.32330752867,32976.39014315145,0.018345404990897096,0.018345404990897096,0.0,0.027518126774783713,0.027518126774783713
2025-03-13,32976.39014315145,0.0,32976.39014315145,32685.862549014622,-0.008810169726754302,-0.008810169726754302,0.0,0.018465517680581245,0.018465517680581245
2025-03-14,32685.862549014622,0.0,32685.862549014622,33433.39410016575,0.022870179730767548,0.022870179730767548,0.0,0.041758007119525375,0.041758007119525375
2025-03-15,33433.39410016575,0.0,33433.39410016575,33433.39410016575,0.0,0.0,0.0,0.041758007119525375,0.041758007119525375
2025-03-16,33433.39410016575,0.0,33433.39410016575,33433.39410016575,0.0,0.0,0.0,0.041758007119525375,0.041758007119525375
2025-03-17,33433.39410016575,0.0,33433.39410016575,33077.30083590673,-0.010650826033162253,-0.010650826033162253,0.0,0.03066242381704143,0.03066242381704143
2025-03-18,33077.30083590673,0.0,33077.30083590673,32356.70659511448,-0.021785158479739608,-0.021785158479739608,0.0,0.008209279575074557,0.008209279575074557
2025-03-19,32356.70659511448,0.0,32356.70659511448,33040.61357346039,0.021136482983381555,0.021136482983381555,0.0,0.029519277856500548,0.029519277856500548
2025-03-20,33040.61357346039,0.0,33040.61357346039,32993.17815722809,-0.0014356699559114894,-0.0014356699559114894,0.0,0.028041227960250215,0.028041227960250215
2025-03-21,32993.17815722809,0.0,32993.17815722809,32909.66108630035,-0.0025313436168452608,-0.0025313436168452608,0.0,0.025438902359999238,0.025438902359999238
2025-03-22,32909.66108630035,0.0,32909.66108630035,32909.66108630035,0.0,0.0,0.0,0.025438902359999238,0.025438902359999238
2025-03-23,32909.66108630035,0.0,32909.66108630035,32909.66108630035,0.0,0.0,0.0,0.025438902359999238,0.025438902359999238
2025-03-24,32909.66108630035,0.0,32909.66108630035,33238.83536409027,0.010002360003851463,0.010002360003851463,0.0,0.035695711423358256,0.035695711423358256
2025-03-25,33238.83536409027,0.0,33238.83536409027,33171.640754187014,-0.002021569322968819,-0.002021569322968819,0.0,0.033601980745214366,0.033601980745214366
2025-03-26,33171.640754187014,0.0,33171.640754187014,32805.38790149765,-0.011041143710780577,-0.011041143710780577,0.0,0.022189832736059012,0.022189832736059012
2025-03-27,32805.38790149765,0.0,32805.38790149765,32434.787412944643,-0.01129693968764467,-0.01129693968764467,0.0,0.010642215846316194,0.010642215846316194
2025-03-28,32434.787412944643,0.0,32434.787412944643,32103.19713474655,-0.010223291245181843,-0.010223291245181843,0.0,0.00031012612904346426,0.00031012612904346426
2025-03-29,32103.19713474655,0.0,32103.19713474655,32103.19713474655,0.0,0.0,0.0,0.00031012612904346426,0.00031012612904346426
2025-03-30,32103.19713474655,0.0,32103.19713474655,32103.19713474655,0.0,0.0,0.0,0.00031012612904346426,0.00031012612904346426
2025-03-31,32103.19713474655,0.0,32103.19713474655,32819.397762896115,0.022309324057147917,0.022309324057147917,0.0,0.022626368890502846,0.022626368890502846
2025-04-01,32819.397762896115,0.0,32819.397762896115,33231.29470612427,0.012550411381826887,0.012550411381826887,0.0,0.03546075050998243,0.03546075050998243
2025-04-02,33231.29470612427,0.0,33231.29470612427,33047.6361880249,-0.005526673568499785,-0.005526673568499785,0.0,0.029738096948920045,0.029738096948920045
2025-04-03,33047.6361880249,0.0,33047.6361880249,32064.303048345333,-0.029755021935151005,-0.029755021935151005,0.0,-0.0009017827132556944,-0.0009017827132556944
2025-04-04,32064.303048345333,0.0,32064.303048345333,30839.550241321103,-0.03819676994624188,-0.03819676994624188,0.0,-0.03906410747265787,-0.03906410747265787
2025-04-05,30839.550241321103,0.0,30839.550241321103,30839.550241321103,0.0,0.0,0.0,-0.03906410747265787,-0.03906410747265787
2025-04-06,30839.550241321103,0.0,30839.550241321103,30839.550241321103,0.0,0.0,0.0,-0.03906410747265787,-0.03906410747265787
2025-04-07,30839.550241321103,0.0,30839.550241321103,29856.20551043976,-0.031885832419299875,-0.031885832419299875,0.0,-0.06970434830747507,-0.06970434830747507
2025-04-08,29856.20551043976,0.0,29856.20551043976,30775.897497059326,0.030804047965773185,0.030804047965773185,0.0,-0.04104747643038831,-0.04104747643038831
2025-04-09,30775.897497059326,0.0,30775.897497059326,31531.287222570187,0.02454484797991796,0.02454484797991796,0.0,-0.01751013251941347,-0.01751013251941347
2025-04-10,31531.287222570187,0.0,31531.287222570187,31906.428351701663,0.01189742513470704,0.01189742513470704,0.0,-0.00582103287545499,-0.00582103287545499
2025-04-11,31906.428351701663,0.0,31906.428351701663,32244.104419587708,0.010583323967316982,0.010583323967316982,0.0,0.0047006852151165734,0.0047006852151165734
2025-04-12,32244.104419587708,0.0,32244.104419587708,32244.104419587708,0.0,0.0,0.0,0.0047006852151165734,0.0047006852151165734
2025-04-13,32244.104419587708,0.0,32244.104419587708,32244.104419587708,0.0,0.0,0.0,0.0047006852151165734,0.0047006852151165734
2025-04-14,32244.104419587708,0.0,32244.104419587708,32674.72282851074,0.013354950204833127,0.013354950204833127,0.0,0.01811841283692628,0.01811841283692628
2025-04-15,32674.72282851074,0.0,32674.72282851074,33077.19462601013,0.012317527515435023,0.012317527515435023,0.0,0.030659114401016208,0.030659114401016208
2025-04-16,33077.19462601013,0.0,33077.19462601013,32897.85597829956,-0.005421821582461295,-0.005421821582461295,0.0,0.02507106457039643,0.02507106457039643
2025-04-17,32897.85597829956,0.0,32897.85597829956,32880.30337602539,-0.000533548517135829,-0.000533548517135829,0.0,0.024524139423935942,0.024524139423935942
2025-04-18,32880.30337602539,0.0,32880.30337602539,32880.30337602539,0.0,0.0,0.0,0.024524139423935942,0.024524139423935942
2025-04-19,32880.30337602539,0.0,32880.30337602539,32880.30337602539,0.0,0.0,0.0,0.024524139423935942,0.024524139423935942
2025-04-20,32880.30337602539,0.0,32880.30337602539,32880.30337602539,0.0,0.0,0.0,0.024524139423935942,0.024524139423935942
2025-04-21,32880.30337602539,0.0,32880.30337602539,32880.30337602539,0.0,0.0,0.0,0.024524139423935942,0.024524139423935942
2025-04-22,32880.30337602539,0.0,32880.30337602539,32985.20694358826,0.0031904683592232086,0.0031904683592232086,0.0,0.02779285127402842,0.02779285127402842
2025-04-23,32985.20694358826,0.0,32985.20694358826,33466.118126721194,0.014579601818336174,0.014579601818336174,0.0,0.04277766179733611,0.04277766179733611
2025-04-24,33466.118126721194,0.0,33466.118126721194,33662.50851475342,0.0058683348719617,0.0058683348719617,0.0,0.048897030313764134,0.048897030313764134
2025-04-25,33662.50851475342,0.0,33662.50851475342,34237.652944059446,0.017085608134460806,0.017085608134460806,0.0,0.0668180739471047,0.0668180739471047
2025-04-26,34237.652944059446,0.0,34237.652944059446,34237.652944059446,0.0,0.0,0.0,0.0668180739471047,0.0668180739471047
2025-04-27,34237.652944059446,0.0,34237.652944059446,34237.652944059446,0.0,0.0,0.0,0.0668180739471047,0.0668180739471047
2025-04-28,34237.652944059446,0.0,34237.652944059446,34178.42038305664,-0.0017300415159761107,-0.0017300415159761107,0.0,0.06497243438918243,0.06497243438918243
2025-04-29,34178.42038305664,0.0,34178.42038305664,34282.76644205017,0.0030529807353312233,0.0030529807353312233,0.0,0.06822377471503138,0.06822377471503138
2025-04-30,34282.76644205017,0.0,34282.76644205017,34750.55836072601,0.013645104150698417,0.013645104150698417,0.0,0.08279979937727022,0.08279979937727022
2025-05-01,34750.55836072601,0.0,34750.55836072601,34527.16567517914,-0.006428463198431489,-0.006428463198431489,0.0,0.07583906071570445,0.07583906071570445
2025-05-02,34527.16567517914,0.0,34527.16567517914,35275.44866053223,0.021672296892038867,0.021672296892038867,0.0,0.09915496424758752,0.09915496424758752
2025-05-03,35275.44866053223,0.0,35275.44866053223,35275.44866053223,0.0,0.0,0.0,0.09915496424758752,0.09915496424758752
2025-05-04,35275.44866053223,0.0,35275.44866053223,35275.44866053223,0.0,0.0,0.0,0.09915496424758752,0.09915496424758752
2025-05-05,35275.44866053223,0.0,35275.44866053223,35269.024615288086,-0.0001821109436754842,-0.0001821109436754842,0.0,0.09895479609980273,0.09895479609980273
2025-05-06,35269.024615288086,0.0,35269.024615288086,35302.81028793274,0.0009579417920735356,0.0009579417920735356,0.0,0.10000753082658642,0.10000753082658642
2025-05-07,35302.81028793274,0.0,35302.81028793274,34714.897737931526,-0.01665342065422415,-0.01665342065422415,0.0,0.08168864269291687,0.08168864269291687
2025-05-08,34714.897737931526,0.0,34714.897737931526,34837.22882980804,0.0035238787911751057,0.0035238787911751057,0.0,0.08550038235955748,0.08550038235955748
2025-05-09,34837.22882980804,0.0,34837.22882980804,35277.14041145295,0.012627628442952066,0.012627628442952066,0.0,0.09920767786267648,0.09920767786267648
2025-05-10,35277.14041145295,0.0,35277.14041145295,35277.14041145295,0.0,0.0,0.0,0.09920767786267648,0.09920767786267648
2025-05-11,35277.14041145295,0.0,35277.14041145295,35277.14041145295,0.0,0.0,0.0,0.09920767786267648,0.09920767786267648
2025-05-12,35277.14041145295,0.0,35277.14041145295,35563.92812189331,0.00812956229148476,0.00812956229148476,0.0,0.1081437551511395,0.1081437551511395
2025-05-13,35563.92812189331,0.0,35563.92812189331,35731.651352519526,0.004716105320293984,0.004716105320293984,0.0,0.11336987781045837,0.11336987781045837
2025-05-14,35731.651352519526,0.0,35731.651352519526,35876.05635241699,0.004041374927590269,0.004041374927590269,0.0,0.11786942291977587,0.11786942291977587
2025-05-15,35876.05635241699,0.0,35876.05635241699,35727.12601935425,-0.004151245934050696,-0.004151245934050696,0.0,0.11322887202308052,0.11322887202308052
2025-05-16,35727.12601935425,0.0,35727.12601935425,35976.06041678741,0.006967658056187043,0.006967658056187043,0.0,0.1209854701416122,0.1209854701416122
2025-05-17,35976.06041678741,0.0,35976.06041678741,35976.06041678741,0.0,0.0,0.0,0.1209854701416122,0.1209854701416122
2025-05-18,35976.06041678741,0.0,35976.06041678741,35976.06041678741,0.0,0.0,0.0,0.1209854701416122,0.1209854701416122
2025-05-19,35976.06041678741,0.0,35976.06041678741,36183.52529385925,0.005766748072699723,0.005766748072699723,0.0,0.12744991094107583,0.12744991094107583
2025-05-20,36183.52529385925,0.0,36183.52529385925,36321.22068123962,0.003805471862182941,0.003805471862182941,0.0,0.13174038985318282,0.13174038985318282
2025-05-21,36321.22068123962,0.0,36321.22068123962,36646.77145680847,0.008963101169587206,0.008963101169587206,0.0,0.14188429346514497,0.14188429346514497
2025-05-22,36646.77145680847,0.0,36646.77145680847,36465.85389312866,-0.004936794060918515,-0.004936794060918515,0.0,0.13624704586691005,0.13624704586691005
2025-05-23,36465.85389312866,0.0,36465.85389312866,35724.84277522888,-0.020320684662190613,-0.020320684662190613,0.0,0.11315772794950285,0.11315772794950285
